date,device_id,timestamp,interval_index,raw_switch_1,raw_add_ele,raw_cur_current,raw_cur_power,raw_cur_voltage,proc_power_w,proc_voltage_v,proc_current_a,proc_is_active,proc_total_kwh_accumulated,weather_temp,weather_humidity,weather_pressure,raw_countdown_1,raw_voltage_coe,raw_electric_coe,raw_power_coe,raw_electricity_coe,raw_fault,raw_relay_status,raw_overcharge_switch,raw_light_mode,raw_child_lock,raw_cycle_time,raw_random_time,raw_switch_inching
2026-01-03,a3c772d3fde52dbae832bi,2026-01-02 16:00:00,0,True,0,95,128,2290,12.89,229.09,0.096,True,0.0021,,,,,,,,,,,,,,,,
2026-01-03,a3c772d3fde52dbae832bi,2026-01-02 16:10:00,1,True,0,111,150,2287,15.02,228.74,0.112,True,0.0047,,,,,,,,,,,,,,,,
2026-01-03,a3c772d3fde52dbae832bi,2026-01-02 16:20:00,2,True,0,111,150,2295,15.05,229.51,0.112,True,0.0072,,,,,,,,,,,,,,,,
2026-01-03,a3c772d3fde52dbae832bi,2026-01-02 16:30:00,3,True,0,51,69,2295,6.94,229.51,0.052,True,0.0083,,,,,,,,,,,,,,,,
2026-01-03,a3c772d3fde52dbae832bi,2026-01-02 16:40:00,4,True,0,52,71,2310,7.14,231.03,0.053,True,0.0095,,,,,,,,,,,,,,,,
2026-01-03,a3c772d3fde52dbae832bi,2026-01-02 16:50:00,5,True,1,32,44,2308,4.44,230.84,0.033,True,0.0102,,,,,,,,,,,,,,,,
2026-01-03,a3c772d3fde52dbae832bi,2026-01-02 17:00:00,6,True,1,32,44,2308,4.44,230.82,0.033,True,0.011,,,,,,,,,,,,,,,,
2026-01-03,a3c772d3fde52dbae832bi,2026-01-02 17:10:00,7,True,1,32,44,2300,4.44,230.06,0.033,True,0.0117,,,,,,,,,,,,,,,,
2026-01-03,a3c772d3fde52dbae832bi,2026-01-02 17:20:00,8,True,1,32,44,2301,4.44,230.17,0.033,True,0.0125,,,,,,,,,,,,,,,,
2026-01-03,a3c772d3fde52dbae832bi,2026-01-02 17:30:00,9,True,1,32,44,2302,4.44,230.28,0.033,True,0.0132,,,,,,,,,,,,,,,,
2026-01-03,a3c772d3fde52dbae832bi,2026-01-02 17:40:00,10,True,1,32,44,2301,4.44,230.19,0.033,True,0.0139,,,,,,,,,,,,,,,,
2026-01-03,a3c772d3fde52dbae832bi,2026-01-02 17:50:00,11,True,1,32,43,2300,4.36,230.02,0.032,True,0.0147,,,,,,,,,,,,,,,,
2026-01-03,a3c772d3fde52dbae832bi,2026-01-02 18:00:00,12,True,1,32,43,2296,4.36,229.62,0.032,True,0.0154,,,,,,,,,,,,,,,,
