timestamp,voltage_v,current_a,power_w,total_kwh,is_active
2026-01-26 00:00:00,,,,,
2026-01-26 00:10:00,,,,,
2026-01-26 00:20:00,,,,,
2026-01-26 00:30:00,,,,,
2026-01-26 00:40:00,,,,,
2026-01-26 00:50:00,,,,,
2026-01-26 01:00:00,,,,,
2026-01-26 01:10:00,,,,,
2026-01-26 01:20:00,,,,,
2026-01-26 01:30:00,,,,,
2026-01-26 01:40:00,,,,,
2026-01-26 01:50:00,,,,,
2026-01-26 02:00:00,,,,,
2026-01-26 02:10:00,,,,,
2026-01-26 02:20:00,,,,,
2026-01-26 02:30:00,,,,,
2026-01-26 02:40:00,,,,,
2026-01-26 02:50:00,,,,,
2026-01-26 03:00:00,,,,,
2026-01-26 03:10:00,,,,,
2026-01-26 03:20:00,,,,,
2026-01-26 03:30:00,,,,,
2026-01-26 03:40:00,,,,,
2026-01-26 03:50:00,,,,,
2026-01-26 04:00:00,,,,,
2026-01-26 04:10:00,,,,,
2026-01-26 04:20:00,,,,,
2026-01-26 04:30:00,,,,,
2026-01-26 04:40:00,,,,,
2026-01-26 04:50:00,,,,,
2026-01-26 05:00:00,,,,,
2026-01-26 05:10:00,,,,,
2026-01-26 05:20:00,,,,,
2026-01-26 05:30:00,,,,,
2026-01-26 05:40:00,,,,,
2026-01-26 05:50:00,,,,,
2026-01-26 06:00:00,,,,,
2026-01-26 06:10:00,,,,,
2026-01-26 06:20:00,,,,,
2026-01-26 06:30:00,,,,,
2026-01-26 06:40:00,,,,,
2026-01-26 06:50:00,,,,,
2026-01-26 07:00:00,,,,,
2026-01-26 07:10:00,,,,,
2026-01-26 07:20:00,,,,,
2026-01-26 07:30:00,,,,,
2026-01-26 07:40:00,,,,,
2026-01-26 07:50:00,,,,,
2026-01-26 08:00:00,,,,,
2026-01-26 08:10:00,,,,,
2026-01-26 08:20:00,,,,,
2026-01-26 08:30:00,,,,,
2026-01-26 08:40:00,,,,,
2026-01-26 08:50:00,,,,,
2026-01-26 09:00:00,,,,,
2026-01-26 09:10:00,,,,,
2026-01-26 09:20:00,,,,,
2026-01-26 09:30:00,,,,,
2026-01-26 09:40:00,,,,,
2026-01-26 09:50:00,,,,,
2026-01-26 10:00:00,,,,,
2026-01-26 10:10:00,,,,,
2026-01-26 10:20:00,,,,,
2026-01-26 10:30:00,,,,,
2026-01-26 10:40:00,,,,,
2026-01-26 10:50:00,,,,,
2026-01-26 11:00:00,,,,,
2026-01-26 11:10:00,,,,,
2026-01-26 11:20:00,,,,,
2026-01-26 11:30:00,,,,,
2026-01-26 11:40:00,,,,,
2026-01-26 11:50:00,,,,,
2026-01-26 12:00:00,,,,,
2026-01-26 12:10:00,,,,,
2026-01-26 12:20:00,,,,,
2026-01-26 12:30:00,,,,,
2026-01-26 12:40:00,,,,,
2026-01-26 12:50:00,,,,,
2026-01-26 13:00:00,,,,,
2026-01-26 13:10:00,,,,,
2026-01-26 13:20:00,,,,,
2026-01-26 13:30:00,,,,,
